Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Location
Gillespie House,Albany,11/10/1982,90NR01658,-73.9296,42.7125903243,"(42.71259032430, -73.92960000000)"
Guilderland Cemetery Vault (Cobblestone),Albany,11/10/1982,90NR01687,-73.9881,42.7140124681,"(42.71401246810, -73.98810000000)"
Hamilton Union Church Rectory,Albany,11/10/1982,90NR01659,-73.907,42.7028478346,"(42.70284783460, -73.90700000000)"
Hamilton Union Presbyterian Church,Albany,11/10/1982,90NR01630,-73.9087,42.7039399533,"(42.70393995330, -73.90870000000)"
Helderberg Reformed Dutch Church (demolished),Albany,11/10/1982,90NR01688,-73.9634,42.7030385554,"(42.70303855540, -73.96340000000)"
"Hilton, Adam, House",Albany,11/10/1982,90NR01631,-74.0384,42.6918035417,"(42.69180354170, -74.03840000000)"
Houck Farmhouse,Albany,11/10/1982,90NR01660,-73.9463,42.6982368626,"(42.69823686260, -73.94630000000)"
Knower House,Albany,11/10/1982,90NR01661,-74.0198,42.7053157832,"(42.70531578320, -74.01980000000)"
McNiven Farm Complex,Albany,11/10/1982,90NR01682,-74.0022,42.7055232323,"(42.70552323230, -74.00220000000)"
Mynderse-Frederick House,Albany,11/10/1982,90NR01632,-73.9646,42.7028347207,"(42.70283472070, -73.96460000000)"
"Pangburn, Stephen, House",Albany,11/10/1982,90NR01662,-73.9822,42.7433183447,"(42.74331834470, -73.98220000000)"
St. Mark's Lutheran Church,Albany,11/10/1982,90NR01634,-73.969,42.7044906385,"(42.70449063850, -73.96900000000)"
"Schoolcraft, John, House",Albany,11/10/1982,90NR01664,-73.9095,42.7037752506,"(42.70377525060, -73.90950000000)"
Schoolhouse #6,Albany,11/10/1982,90NR01665,-73.9684,42.7042327333,"(42.70423273330, -73.96840000000)"
Sharp Brothers House,Albany,11/10/1982,90NR01691,-73.9874,42.7347471177,"(42.73474711770, -73.98740000000)"
Sharp Farmhouse,Albany,11/10/1982,90NR01692,-73.9882,42.736445217,"(42.73644521700, -73.98820000000)"
Van Patten Barn Complex,Albany,11/10/1982,90NR01668,-73.9638,42.7261361902,"(42.72613619020, -73.96380000000)"
Eighth Regiment Armory (Kingsbridge Armory),Bronx,12/21/1982,90NR00071,-73.8982,40.8684340606,"(40.86843406060, -73.89820000000)"
52nd Police Precinct Station House and Stable,Bronx,10/29/1982,90NR00065,-73.8796,40.8689919555,"(40.86899195550, -73.87960000000)"
Riverdale Presbyterian Church Complex,Bronx,10/14/1982,90NR00064,-73.9089,40.8958512502,"(40.89585125020, -73.90890000000)"
"Spaulding, Henry F., Coachman's House",Bronx,11/04/1982,90NR00067,-73.9107,40.8984355919,"(40.89843559190, -73.91070000000)"
Adriance Memorial Library,Dutchess,11/26/1982,90NR00381,-73.9302,41.7005204407,"(41.70052044070, -73.93020000000)"
Amrita Club,Dutchess,11/26/1982,90NR00382,-73.9296,41.7016309032,"(41.70163090320, -73.92960000000)"
Balding Avenue Historic District,Dutchess,11/26/1982,90NR00383,-73.9266,41.7082689437,"(41.70826894370, -73.92660000000)"
Barrett House,Dutchess,11/26/1982,90NR00384,-73.9277,41.7006761957,"(41.70067619570, -73.92770000000)"
Cedarcliff Gatehouse,Dutchess,11/26/1982,90NR00387,-73.9199,41.684162073,"(41.68416207300, -73.91990000000)"
Church Street Row,Dutchess,11/26/1982,90NR00388,-73.9257,41.7003833043,"(41.70038330430, -73.92570000000)"
Clark House,Dutchess,11/26/1982,90NR00389,-73.9046,41.6737418633,"(41.67374186330, -73.90460000000)"
Clinton House,Dutchess,11/26/1982,90NR00390,-73.9161,41.7003316367,"(41.70033163670, -73.91610000000)"
Dixon House,Dutchess,11/26/1982,90NR00391,-73.9197,41.7051639135,"(41.70516391350, -73.91970000000)"
Dutchess County Court House,Dutchess,11/26/1982,90NR00392,-73.9293,41.7039633492,"(41.70396334920, -73.92930000000)"
Dutchess Manor,Dutchess,11/23/1982,90NR00300,-73.9819,41.460449616,"(41.46044961600, -73.98190000000)"
Dwight-Hooker Avenue Historic District,Dutchess,11/26/1982,90NR00393,-73.9234,41.6941322149,"(41.69413221490, -73.92340000000)"
Eastman Terrace,Dutchess,11/26/1982,90NR00394,-73.9312,41.6967131794,"(41.69671317940, -73.93120000000)"
Ethol House,Dutchess,11/26/1982,90NR00395,-73.9162,41.6882606789,"(41.68826067890, -73.91620000000)"
Farmer's and Manufacturer's Bank,Dutchess,11/26/1982,90NR00396,-73.929,41.7028820809,"(41.70288208090, -73.92900000000)"
First Presbyterian Church,Dutchess,11/26/1982,90NR00397,-73.9246,41.7009466266,"(41.70094662660, -73.92460000000)"
First Presbyterian Church Rectory,Dutchess,11/26/1982,90NR00398,-73.9249,41.7012683793,"(41.70126837930, -73.92490000000)"
Freer House,Dutchess,11/26/1982,90NR00399,-73.9101,41.6796493966,"(41.67964939660, -73.91010000000)"
Glebe House,Dutchess,11/26/1982,90NR00400,-73.9118,41.6985573129,"(41.69855731290, -73.91180000000)"
Gregory House,Dutchess,11/26/1982,90NR00401,-73.9177,41.6960282947,"(41.69602829470, -73.91770000000)"
Grey Hook,Dutchess,11/26/1982,90NR00402,-73.917,41.6883810245,"(41.68838102450, -73.91700000000)"
Hasbrouck House,Dutchess,11/26/1982,90NR00404,-73.9297,41.7014315399,"(41.70143153990, -73.92970000000)"
Hershkind House,Dutchess,11/26/1982,90NR00405,-73.9236,41.6975658703,"(41.69756587030, -73.92360000000)"
"Luckey, Platt & Company Department Store",Dutchess,11/26/1982,90NR00407,-73.9261,41.7026161861,"(41.70261618610, -73.92610000000)"
Mader House,Dutchess,11/26/1982,90NR00408,-73.9071,41.7039515416,"(41.70395154160, -73.90710000000)"
Main Mall Row,Dutchess,11/26/1982,90NR00409,-73.9266,41.7036358174,"(41.70363581740, -73.92660000000)"
Market Street Row,Dutchess,11/26/1982,90NR00410,-73.9308,41.7011996561,"(41.70119965610, -73.93080000000)"
Moore House,Dutchess,11/26/1982,90NR00411,-73.9239,41.6908905395,"(41.69089053950, -73.92390000000)"
New York State Armory,Dutchess,11/26/1982,90NR00413,-73.9292,41.7019855343,"(41.70198553430, -73.92920000000)"
Niagara Engine House,Dutchess,11/26/1982,90NR00414,-73.9234,41.7026625769,"(41.70266257690, -73.92340000000)"
Pelton Mill,Dutchess,11/26/1982,90NR00415,-73.9362,41.7085788782,"(41.70857887820, -73.93620000000)"
Phillips House,Dutchess,11/26/1982,90NR00416,-73.9265,41.6975454775,"(41.69754547750, -73.92650000000)"
Post-Williams House,Dutchess,11/26/1982,90NR00417,-73.9227,41.6980276809,"(41.69802768090, -73.92270000000)"
Poughkeepsie Trust Company,Dutchess,11/26/1982,90NR00418,-73.9294,41.7041128844,"(41.70411288440, -73.92940000000)"
Poughkeepsie Underwear Factory,Dutchess,11/26/1982,90NR00419,-73.918,41.7014833441,"(41.70148334410, -73.91800000000)"
Reynolds House,Dutchess,11/26/1982,90NR00420,-73.9261,41.6947009493,"(41.69470094930, -73.92610000000)"
Rombout House,Dutchess,11/26/1982,90NR00421,-73.8941,41.6798660725,"(41.67986607250, -73.89410000000)"
St. Paul's Episcopal Church,Dutchess,11/26/1982,90NR00424,-73.9219,41.7065889292,"(41.70658892920, -73.92190000000)"
Sague House,Dutchess,11/26/1982,90NR00422,-73.9165,41.688445157,"(41.68844515700, -73.91650000000)"
South Hamilton Street Row,Dutchess,11/26/1982,90NR00423,-73.9261,41.6971355477,"(41.69713554770, -73.92610000000)"
Thompson House,Dutchess,11/26/1982,90NR00425,-73.9204,41.6806165475,"(41.68061654750, -73.92040000000)"
Travis House,Dutchess,11/26/1982,90NR00426,-73.9221,41.7009061588,"(41.70090615880, -73.92210000000)"
Trinity Methodist Episcopal Church and Rectory,Dutchess,11/26/1982,90NR00427,-73.925,41.6985385715,"(41.69853857150, -73.92500000000)"
Upper-Mill Street Historic District,Dutchess,11/26/1982,90NR00428,-73.9256,41.7049684098,"(41.70496840980, -73.92560000000)"
Vassar-Warner Row,Dutchess,11/26/1982,90NR00429,-73.9244,41.699361125,"(41.69936112500, -73.92440000000)"
Young Men's Christian Association,Dutchess,11/26/1982,90NR00430,-73.9302,41.7025123926,"(41.70251239260, -73.93020000000)"
Van Ornam & Murdock Block,Essex,11/14/1982,90NR00494,-73.4592,44.0482751842,"(44.04827518420, -73.45920000000)"
ELEANOR (Sailing Sloop),Greene,12/27/1982,90NR00551,-73.8594,42.211329807,"(42.21132980700, -73.85940000000)"
Astral Apartments,Kings,10/29/1982,90NR01327,-73.9575,40.7318529932,"(40.73185299320, -73.95750000000)"
Friends Meetinghouse and School,Kings,11/04/1982,90NR01330,-73.9893,40.6899765475,"(40.68997654750, -73.98930000000)"
Knickerbocker Field Club,Kings,10/29/1982,90NR01328,-73.9633,40.6478559479,"(40.64785594790, -73.96330000000)"
Public School 71K,Kings,11/04/1982,90NR01331,-73.9563,40.7017540585,"(40.70175405850, -73.95630000000)"
South Bushwick Reformed Protestant Dutch Church Complex,Kings,11/04/1982,90NR01332,-73.926,40.6943568291,"(40.69435682910, -73.92600000000)"
South Congregational Church,Kings,11/04/1982,90NR01333,-73.9965,40.6820716577,"(40.68207165770, -73.99650000000)"
Stoothoff-Baxter-Kouwenhaven House,Kings,11/14/1982,90NR01335,-73.9293,40.6205283456,"(40.62052834560, -73.92930000000)"
"Madison Avenue, Apartment at 1261",New York,10/29/1982,90NR00886,-73.9566,40.783519764,"(40.78351976400, -73.95660000000)"
Beacon Theater and Hotel,New York,11/04/1982,90NR00903,-73.9809,40.7805173176,"(40.78051731760, -73.98090000000)"
Casa Italiana,New York,10/29/1982,90NR00888,-73.9602,40.8075957345,"(40.80759573450, -73.96020000000)"
Daily News Building,New York,11/14/1982,90NR00912,-73.9732,40.7497620098,"(40.74976200980, -73.97320000000)"
Empire State Building,New York,11/17/1982,90NR00915,-73.9857,40.7484455477,"(40.74844554770, -73.98570000000)"
First Police Precinct Station House,New York,10/29/1982,90NR00890,-74.0081,40.7034882564,"(40.70348825640, -74.00810000000)"
Gouverneur Hospital,New York,10/29/1982,90NR00891,-73.9836,40.7111020515,"(40.71110205150, -73.98360000000)"
"East 92nd Street, Houses at 120 and 122",New York,10/29/1982,90NR00889,-73.9536,40.7834641377,"(40.78346413770, -73.95360000000)"
"West 24th Street, Houses at 437-459",New York,10/29/1982,90NR00892,-74.0027,40.7481638374,"(40.74816383740, -74.00270000000)"
"East 58th Street, Houses at 311 and 313",New York,11/14/1982,90NR00913,-73.9642,40.7599343136,"(40.75993431360, -73.96420000000)"
"Hughes, Langston, House",New York,10/29/1982,90NR00893,-73.9405,40.8072076716,"(40.80720767160, -73.94050000000)"
Kreischer House,Richmond,10/29/1982,90NR00894,-74.2378,40.5327003932,"(40.53270039320, -74.23780000000)"
"LeRoy, Daniel, House",New York,10/29/1982,90NR00895,-73.989,40.7289104145,"(40.72891041450, -73.98900000000)"
New York County Lawyers Association Building,New York,10/29/1982,90NR00896,-74.0092,40.7119332553,"(40.71193325530, -74.00920000000)"
New York School of Applied Design,New York,12/16/1982,90NR00943,-73.9817,40.7441159569,"(40.74411595690, -73.98170000000)"
New York Yacht Club,New York,10/29/1982,90NR00897,-73.9816,40.7557282246,"(40.75572822460, -73.98160000000)"
Robbins & Appleton Building,New York,10/29/1982,90NR00898,-73.9948,40.7266663019,"(40.72666630190, -73.99480000000)"
"Vanderbilt, Mrs. Graham Fair, House",New York,10/29/1982,90NR00900,-73.955,40.7848386401,"(40.78483864010, -73.95500000000)"
"Warburg, Felix M., Mansion",New York,10/29/1982,90NR00901,-73.9572,40.785413952,"(40.78541395200, -73.95720000000)"
"Champlin, H. D., & Son Horseshoeing and Wagonmaking",Putnam,11/23/1982,90NR02388,-73.9467,41.4247275153,"(41.42472751530, -73.94670000000)"
Cold Spring Cemetery Gatehouse,Putnam,11/23/1982,90NR02389,-73.9442,41.4224590367,"(41.42245903670, -73.94420000000)"
"Dykman, J. Y., Flour and Feed Store",Putnam,11/23/1982,90NR02390,-73.9464,41.4242237233,"(41.42422372330, -73.94640000000)"
"Dykman, J. Y., Store",Putnam,11/23/1982,90NR02391,-73.9486,41.4235410171,"(41.42354101710, -73.94860000000)"
First Baptist Church of Cold Spring,Putnam,11/23/1982,90NR02392,-73.9494,41.4230464783,"(41.42304647830, -73.94940000000)"
Fish and Fur Club,Putnam,11/23/1982,90NR02393,-73.9488,41.4239684615,"(41.42396846150, -73.94880000000)"
Garrison Union Free School,Putnam,11/23/1982,90NR02367,-73.9382,41.380555961,"(41.38055596100, -73.93820000000)"
Glenfields,Putnam,11/23/1982,90NR02368,-73.9529,41.3510193164,"(41.35101931640, -73.95290000000)"
House at 3 Crown Street,Putnam,11/23/1982,90NR02394,-73.9501,41.4238029296,"(41.42380292960, -73.95010000000)"
Hustis House,Putnam,11/23/1982,90NR02395,-73.9428,41.4266394604,"(41.42663946040, -73.94280000000)"
Moore House,Putnam,11/23/1982,90NR02372,-73.9371,41.3803438059,"(41.38034380590, -73.93710000000)"
Mandeville House,Putnam,11/23/1982,90NR02370,-73.945,41.3768882538,"(41.37688825380, -73.94500000000)"
Walker House,Putnam,11/23/1982,90NR02377,-73.9334,41.3732688827,"(41.37326888270, -73.93340000000)"
Wilson House,Putnam,11/23/1982,90NR02378,-73.9468,41.3764543831,"(41.37645438310, -73.94680000000)"
"Birches, The",Putnam,11/23/1982,90NR02364,-73.9436,41.3755241862,"(41.37552418620, -73.94360000000)"
RKO Keith's Theater,Queens,10/29/1982,90NR01611,-73.8321,40.7635804919,"(40.76358049190, -73.83210000000)"
"Houseman, Peter, House",Richmond,10/29/1982,90NR01039,-74.1364,40.6161284114,"(40.61612841140, -74.13640000000)"
"Amboy Road, House at 5910",Richmond,12/16/1982,90NR01046,-74.2042,40.5256273703,"(40.52562737030, -74.20420000000)"
St. Alban's Episcopal Church,Richmond,10/29/1982,90NR01040,-74.1607,40.5437872475,"(40.54378724750, -74.16070000000)"
Woodrow Methodist Church,Richmond,10/29/1982,90NR01041,-74.2013,40.5431744022,"(40.54317440220, -74.20130000000)"
Binnewater Historic District,Ulster,11/04/1982,90NR01078,-74.0857,41.8570599962,"(41.85705999620, -74.08570000000)"
Reformed Dutch Church of New Hurley,Ulster,10/29/1982,90NR01074,-74.1436,41.637949032,"(41.63794903200, -74.14360000000)"
Pelhamdale,Westchester,11/04/1982,90NR02548,-73.815,40.9009137858,"(40.90091378580, -73.81500000000)"
"Thompson, W.B., Mansion",Westchester,10/29/1982,90NR02468,-73.8842,40.9728332441,"(40.97283324410, -73.88420000000)"
United Methodist Church and Parsonage,Westchester,11/04/1982,90NR02542,-73.7259,41.2002854541,"(41.20028545410, -73.72590000000)"
Bronx Borough Courthouse,Bronx,02/25/1982,90NR00032,-73.9101,40.8228259447,"(40.82282594470, -73.91010000000)"
"Belden Street, House at 175",Bronx,06/03/1982,90NR00042,-73.7822,40.8382356195,"(40.83823561950, -73.78220000000)"
Park Plaza Apartments,Bronx,06/03/1982,90NR00043,-73.9246,40.8306434104,"(40.83064341040, -73.92460000000)"
St. James' Episcopal Church and Parish House,Bronx,09/30/1982,90NR00063,-73.8994,40.8640514036,"(40.86405140360, -73.89940000000)"
Wild's Mill Complex,Columbia,06/14/1982,90NR00259,-73.6805,42.4132644061,"(42.41326440610, -73.68050000000)"
Tabor-Wing House,Dutchess,06/03/1982,90NR00294,-73.5793,41.7384279183,"(41.73842791830, -73.57930000000)"
Sixty-Eighth Police Precinct Station House and Stable,Kings,06/03/1982,90NR01282,-74.0089,40.6505086121,"(40.65050861210, -74.00890000000)"
Eighty-Third Precinct Police Station and Stable,Kings,04/14/1982,90NR01269,-73.9235,40.6996691364,"(40.69966913640, -73.92350000000)"
Boys' High School,Kings,02/25/1982,90NR01264,-73.948,40.6846241255,"(40.68462412550, -73.94800000000)"
Gage and Tollner Restaurant,Kings,06/03/1982,90NR01285,-73.9878,40.6913418948,"(40.69134189480, -73.98780000000)"
Public School 108,Kings,12/10/1981,90NR01345,-73.8843,40.681288493,"(40.68128849300, -73.88430000000)"
St. Luke's Protestant Episcopal Church,Kings,09/16/1982,90NR01311,-73.9672,40.6826626816,"(40.68266268160, -73.96720000000)"
Appellate Division Courthouse of New York State,New York,07/26/1982,90NR00798,-73.9865,40.7422059677,"(40.74220596770, -73.98650000000)"
"Baker, George F., Jr. and Sr. Residences",New York,06/03/1982,90NR00745,-73.9542,40.7849870042,"(40.78498700420, -73.95420000000)"
Candler Building,New York,07/08/1982,90NR00774,-73.9882,40.7561743828,"(40.75617438280, -73.98820000000)"
Century Association Building,New York,07/15/1982,90NR00780,-73.981,40.7546533213,"(40.75465332130, -73.98100000000)"
Church Missions House,New York,06/03/1982,90NR00746,-73.9867,40.7392579133,"(40.73925791330, -73.98670000000)"
Church of the Incarnation and Parish House,New York,07/08/1982,90NR00775,-73.982,40.7484824861,"(40.74848248610, -73.98200000000)"
Civic Club,New York,09/16/1982,90NR00848,-73.9761,40.7452136076,"(40.74521360760, -73.97610000000)"
"Douglas, Adelaide L. T., House",New York,07/15/1982,90NR00781,-73.9794,40.7491325649,"(40.74913256490, -73.97940000000)"
East 73rd Street Historic District,New York,07/22/1982,90NR00788,-73.9609,40.7707746466,"(40.77077464660, -73.96090000000)"
Emigrant Industrial Savings Bank,New York,02/25/1982,90NR00626,-74.0051,40.7139753527,"(40.71397535270, -74.00510000000)"
Former New York Life Insurance Company Building,New York,06/28/1982,90NR00769,-74.0034,40.7163780181,"(40.71637801810, -74.00340000000)"
"East 29 Street, House at 203",New York,07/08/1982,90NR00776,-73.9799,40.7424996115,"(40.74249961150, -73.97990000000)"
"East 89th Street, Houses at 146-156",New York,06/03/1982,90NR00747,-73.9538,40.7810312245,"(40.78103122450, -73.95380000000)"
"Jones Street, Houses at 26, 28 and 30",New York,06/03/1982,90NR00748,-74.0028,40.7317684251,"(40.73176842510, -74.00280000000)"
"East 18th Street, Houses at 326, 328 and 330",New York,09/30/1982,90NR00860,-73.982,40.7341215079,"(40.73412150790, -73.98200000000)"
Knox Building,New York,06/03/1982,90NR00749,-73.9822,40.7522393042,"(40.75223930420, -73.98220000000)"
Lamb's Club,New York,06/03/1982,90NR00750,-73.9846,40.756489987,"(40.75648998700, -73.98460000000)"
"Lanier, James F.D., Residence",New York,06/03/1982,90NR00751,-73.9797,40.7474893397,"(40.74748933970, -73.97970000000)"
"Loew, William Goadby, House",New York,07/15/1982,90NR00782,-73.9552,40.7849143568,"(40.78491435680, -73.95520000000)"
New York Presbyterian Church,New York,06/03/1982,90NR00752,-73.9464,40.8109283886,"(40.81092838860, -73.94640000000)"
Public School 157,New York,12/10/1981,90NR00935,-73.9521,40.8118530397,"(40.81185303970, -73.95210000000)"
Marine Air Terminal,Queens,07/09/1982,90NR01580,-73.8858,40.7735671087,"(40.77356710870, -73.88580000000)"
Brighton Heights Reformed Church,Richmond,06/03/1982,90NR01025,-74.0784,40.6418581244,"(40.64185812440, -74.07840000000)"
LaTourette House,Richmond,03/05/1982,90NR01017,-74.1467,40.5762063985,"(40.57620639850, -74.14670000000)"
Reformed Church of Shawangunk Complex,Ulster,06/03/1982,90NR01083,-74.2137,41.6527871875,"(41.65278718750, -74.21370000000)"
"DuBois, Hendrikus, House",Ulster,07/08/1982,90NR01061,-74.1484,41.7210296873,"(41.72102968730, -74.14840000000)"
Bush-Lyon Homestead,Westchester,04/22/1982,90NR02492,-73.6671,41.0135209243,"(41.01352092430, -73.66710000000)"
Foster Memorial A.M.E. Zion Church,Westchester,06/03/1982,90NR02522,-73.8619,41.0801050368,"(41.08010503680, -73.86190000000)"
"Friedlander, Leo, Studio",Westchester,07/29/1982,90NR02491,-73.8091,41.0432697902,"(41.04326979020, -73.80910000000)"
"Hart, Eleazer, House",Westchester,07/29/1982,90NR02466,-73.8412,40.941520309,"(40.94152030900, -73.84120000000)"
St. John's Protestant Episcopal Church,Westchester,07/29/1982,90NR02467,-73.899,40.933647463,"(40.93364746300, -73.89900000000)"
Upper Nyack Firehouse,Rockland,09/23/1982,90NR02422,-73.9175,41.1013479823,"(41.10134798230, -73.91750000000)"
"Cronyn, William B., House",Kings,06/03/1981,90NR01284,-73.9874,40.6700021483,"(40.67000214830, -73.98740000000)"
"Quackenbush Pumping Station, Albany Water Works",Albany,06/30/1983,90NR02817,-73.7479,42.6542420432,"(42.65424204320, -73.74790000000)"
Bronx County Courthouse,Bronx,09/08/1983,90NR00051,-73.9239,40.8264024129,"(40.82640241290, -73.92390000000)"
Christ Church Complex,Bronx,09/08/1983,90NR00052,-73.9064,40.8990803275,"(40.89908032750, -73.90640000000)"
"Colgate, Robert, House",Bronx,09/08/1983,90NR00053,-73.9128,40.9016426098,"(40.90164260980, -73.91280000000)"
48th Police Precinct Station,Bronx,05/06/1983,90NR00038,-73.8972,40.8473816954,"(40.84738169540, -73.89720000000)"
Public School 11,Bronx,09/08/1983,90NR00054,-73.9261,40.8398552536,"(40.83985525360, -73.92610000000)"
"St. Peter's Church, Chapel and Cemetery Complex",Bronx,09/30/1983,90NR00061,-73.8444,40.8382220854,"(40.83822208540, -73.84440000000)"
Sunnyslope,Bronx,09/15/1983,90NR00058,-73.8869,40.8172507547,"(40.81725075470, -73.88690000000)"
"Pines, The",Dutchess,09/26/1983,90NR00310,-73.6562,41.9828331946,"(41.98283319460, -73.65620000000)"
Rembrandt Hall,Essex,05/20/1983,91NR03359,-73.4774,44.5018026433,"(44.50180264330, -73.47740000000)"
"Rogers, Will, Memorial Hospital",Essex,09/08/1983,90NR00475,-74.1136,44.3109615955,"(44.31096159550, -74.11360000000)"
Morss Homestead/Federal City Homestead,Greene,09/30/1983,90NR00546,-74.3953,42.3100040894,"(42.31000408940, -74.39530000000)"
Flatbush Dutch Reformed Church Complex,Kings,09/08/1983,90NR01302,-73.9587,40.6502475102,"(40.65024751020, -73.95870000000)"
Lincoln Club,Kings,01/27/1983,90NR01263,-73.9594,40.6832169387,"(40.68321693870, -73.95940000000)"
New England Congregational Church and Rectory,Kings,09/15/1983,90NR01308,-73.9619,40.7087010863,"(40.70870108630, -73.96190000000)"
New Lots Reformed Church and Cemetery,Kings,05/19/1983,90NR01280,-73.8852,40.6648750453,"(40.66487504530, -73.88520000000)"
St. Mary's Episcopal Church,Kings,07/21/1983,90NR01292,-73.9613,40.6927623623,"(40.69276236230, -73.96130000000)"
Vrooman Avenue School,Montgomery,06/30/1983,90NR01544,-74.1745,42.9357778182,"(42.93577781820, -74.17450000000)"
Grace Church Complex,Nassau,06/30/1983,90NR01723,-73.4588,40.6671765186,"(40.66717651860, -73.45880000000)"
Main Street School,Nassau,02/10/1983,90NR01728,-73.6964,40.8307476647,"(40.83074766470, -73.69640000000)"
Wantagh Railroad Complex,Nassau,06/30/1983,90NR01770,-73.51,40.6804613853,"(40.68046138530, -73.51000000000)"
"Brown, James, House",New York,08/11/1983,90NR00806,-74.0095,40.7258498938,"(40.72584989380, -74.00950000000)"
"Broadway, Building at 361",New York,09/15/1983,90NR00843,-74.004,40.7175173718,"(40.71751737180, -74.00400000000)"
Cary Building,New York,09/15/1983,90NR00844,-74.008,40.7152900717,"(40.71529007170, -74.00800000000)"
Central Savings Bank,New York,09/08/1983,90NR00832,-73.9812,40.7797755374,"(40.77977553740, -73.98120000000)"
Croton Aqueduct Gate House,New York,09/22/1983,90NR00854,-73.9515,40.8184125934,"(40.81841259340, -73.95150000000)"
DeLamar Mansion,New York,08/25/1983,90NR00812,-73.9812,40.7496920466,"(40.74969204660, -73.98120000000)"
Dorilton,New York,09/08/1983,90NR00833,-73.9816,40.7779564716,"(40.77795647160, -73.98160000000)"
Fourteenth Ward Industrial School,New York,01/27/1983,90NR00612,-73.9945,40.7235567101,"(40.72355671010, -73.99450000000)"
Grand Hotel,New York,09/15/1983,90NR00845,-73.988,40.7471767676,"(40.74717676760, -73.98800000000)"
"Hatch, Barbara Rutherford, House",New York,06/09/1983,90NR00755,-73.9655,40.7646287597,"(40.76462875970, -73.96550000000)"
"Sanger, Margaret, Clinic",New York,05/26/1983,90NR00727,-73.994,40.738104046,"(40.73810404600, -73.99400000000)"
"Prince Street, House at 203",New York,05/26/1983,90NR00728,-74.0028,40.7269117349,"(40.72691173490, -74.00280000000)"
"East 78th Street, Houses at 208-218",New York,06/30/1983,90NR00771,-73.9572,40.7731847838,"(40.77318478380, -73.95720000000)"
"Fifth Avenue, Houses at 647 and 651-653, and 4 East 52nd Street",New York,09/08/1983,90NR00834,-73.976,40.7594827457,"(40.75948274570, -73.97600000000)"
Liberty Tower,New York,09/15/1983,90NR00847,-74.0094,40.708858509,"(40.70885850900, -74.00940000000)"
Lincoln Building,New York,09/08/1983,90NR00835,-73.9919,40.7355111792,"(40.73551117920, -73.99190000000)"
"Park East Synagogue, Congregation Zichron Ephraim",New York,08/18/1983,90NR00810,-73.9634,40.7669831983,"(40.76698319830, -73.96340000000)"
Pomander Walk District,New York,09/08/1983,90NR00836,-73.9733,40.794044705,"(40.79404470500, -73.97330000000)"
Puck Building,New York,07/21/1983,90NR00786,-73.9954,40.7245392196,"(40.72453921960, -73.99540000000)"
Racquet and Tennis Club Building,New York,07/13/1983,90NR00779,-73.9732,40.7589125464,"(40.75891254640, -73.97320000000)"
Red House,New York,09/08/1983,90NR00837,-73.9803,40.7888549779,"(40.78885497790, -73.98030000000)"
"Rogers, John S., House",New York,06/30/1983,90NR00773,-73.9615,40.7763428027,"(40.77634280270, -73.96150000000)"
"Smith, Fleming, Warehouse",New York,05/26/1983,90NR00729,-74.01,40.7239953835,"(40.72399538350, -74.01000000000)"
Society for the Lying-In Hospital,New York,08/30/1983,90NR00818,-73.9837,40.7347566542,"(40.73475665420, -73.98370000000)"
"West 89th Street, Stables at 167, 169, 171",New York,08/25/1983,90NR00813,-73.9727,40.7894864697,"(40.78948646970, -73.97270000000)"
Studio Apartments,New York,05/19/1983,90NR00724,-73.9761,40.7802570559,"(40.78025705590, -73.97610000000)"
Turtle Bay Gardens Historic District,New York,07/21/1983,90NR00787,-73.9701,40.7543382769,"(40.75433827690, -73.97010000000)"
"Van Rensselar, Stephen, House",New York,06/16/1983,90NR00757,-73.9976,40.7190774541,"(40.71907745410, -73.99760000000)"
West 73rd-74th Street Historic District,New York,09/08/1983,90NR00838,-73.9768,40.7778899539,"(40.77788995390, -73.97680000000)"
Tompkins Corners United Methodist Church,Putnam,03/31/1983,90NR02380,-73.8012,41.4000698675,"(41.40006986750, -73.80120000000)"
68th Avenue-64th Place Historic District,Queens,09/30/1983,90NR01593,-73.894,40.7058580555,"(40.70585805550, -73.89400000000)"
Cooper Avenue Row Historic District,Queens,09/30/1983,90NR01597,-73.8905,40.6982580627,"(40.69825806270, -73.89050000000)"
Cornelia-Putnam Historic District,Queens,09/30/1983,90NR01598,-73.9071,40.6991367083,"(40.69913670830, -73.90710000000)"
Forest-Norman Historic District,Queens,09/30/1983,90NR01601,-73.8986,40.6996831335,"(40.69968313350, -73.89860000000)"
Grace Episcopal Church Complex,Queens,09/08/1983,90NR01584,-73.8014,40.7040511166,"(40.70405111660, -73.80140000000)"
Grove-Linden-St. John's Historic District,Queens,09/30/1983,90NR01603,-73.9068,40.7065856348,"(40.70658563480, -73.90680000000)"
Jamaica Chamber of Commerce Building,Queens,09/08/1983,90NR01585,-73.7997,40.7051839368,"(40.70518393680, -73.79970000000)"
Jamaica Savings Bank,Queens,05/19/1983,90NR01577,-73.7982,40.7036334524,"(40.70363345240, -73.79820000000)"
"Kurtz, J., and Sons Store Building",Queens,09/08/1983,90NR01586,-73.797,40.7042772472,"(40.70427724720, -73.79700000000)"
Long Island City Courthouse Complex,Queens,09/26/1983,90NR01592,-73.943,40.7460165199,"(40.74601651990, -73.94300000000)"
